styleName,styleNamePinYin,styleNameShorthand
2014款 2.4L 都市版,2014kuan 2.4l dushiban,2014k 2.4l dsb
2014款 2.2T金典009 柴油豪华型长轴,2014kuan 2.2tjindian009 chaiyouhaohuaxingchangzhou,2014k 2.2tjd009 cyhhxcz
2014款 2.2L长轴创业版4G22B,2014kuan 2.2lchangzhouchuangyeban4g22b,2014k 2.2lczcyb4g22b
2014款 2.2L长轴财富版4G22B,2014kuan 2.2lchangzhoucaifuban4g22b,2014k 2.2lczcfb4g22b
2014款 2.2L四驱升级型加长轴距4G22B,2014kuan 2.2lsiqushengjixingjiachangzhouju4g22b,2014k 2.2lsqsjxjczj4g22b
2014款 2.2L四驱精英型加长轴距4G22B,2014kuan 2.2lsiqujingyingxingjiachangzhouju4g22b,2014k 2.2lsqjyxjczj4g22b
2014款 2.2L四驱豪华型加长轴距4G22B,2014kuan 2.2lsiquhaohuaxingjiachangzhouju4g22b,2014k 2.2lsqhhxjczj4g22b
2014款 2.2L两驱舒适型加长版JM491Q-ME,2014kuan 2.2lliangqushushixingjiachangbanjm491q-me,2014k 2.2llqssxjcbjm491q-me
2014款 2.2L两驱升级型加长轴距4G22B,2014kuan 2.2lliangqushengjixingjiachangzhouju4g22b,2014k 2.2llqsjxjczj4g22b
2014款 2.2L两驱精英型加长轴距4G22B,2014kuan 2.2lliangqujingyingxingjiachangzhouju4g22b,2014k 2.2llqjyxjczj4g22b
2014款 2.2L两驱豪华型加长轴距4G22B,2014kuan 2.2lliangquhaohuaxingjiachangzhouju4g22b,2014k 2.2llqhhxjczj4g22b
2014款 2.2L两驱标准型加长版JM491Q-ME,2014kuan 2.2lliangqubiaozhunxingjiachangbanjm491q-me,2014k 2.2llqbzxjcbjm491q-me
2014款 2.2L两驱标准版加长型JM491,2014kuan 2.2lliangqubiaozhunbanjiachangxingjm491,2014k 2.2llqbzbjcxjm491
2014款 2.2L两驱CNG舒适型加长版JM491Q-ME,2014kuan 2.2lliangqucngshushixingjiachangbanjm491q-me,2014k 2.2llqcngssxjcbjm491q-me
2014款 2.2L两驱CNG标准型加长版JM491Q-ME,2014kuan 2.2lliangqucngbiaozhunxingjiachangbanjm491q-me,2014k 2.2llqcngbzxjcbjm491q-me
2014款 2.2L快运经典型长轴版高顶4Y22M,2014kuan 2.2lkuaiyunjingdianxingchangzhoubangaoding4y22m,2014k 2.2lkyjdxczbgd4y22m
2014款 2.2L快运经典型长轴版高顶491EQ4,2014kuan 2.2lkuaiyunjingdianxingchangzhoubangaoding491eq4,2014k 2.2lkyjdxczbgd491eq4
2014款 2.2L快运经典型长轴版低顶4Y22M,2014kuan 2.2lkuaiyunjingdianxingchangzhoubandiding4y22m,2014k 2.2lkyjdxczbdd4y22m
2014款 2.2L快运经典型长轴版低顶491EQ4,2014kuan 2.2lkuaiyunjingdianxingchangzhoubandiding491eq4,2014k 2.2lkyjdxczbdd491eq4
2014款 2.2L快运标准型长轴版高顶4Y22M,2014kuan 2.2lkuaiyunbiaozhunxingchangzhoubangaoding4y22m,2014k 2.2lkybzxczbgd4y22m
2014款 2.2L快运标准型长轴版高顶491EQ4,2014kuan 2.2lkuaiyunbiaozhunxingchangzhoubangaoding491eq4,2014k 2.2lkybzxczbgd491eq4
2014款 2.2L快运标准型长轴版低顶4Y22M,2014kuan 2.2lkuaiyunbiaozhunxingchangzhoubandiding4y22m,2014k 2.2lkybzxczbdd4y22m
2014款 2.2L快运标准型长轴版低顶491EQ4,2014kuan 2.2lkuaiyunbiaozhunxingchangzhoubandiding491eq4,2014k 2.2lkybzxczbdd491eq4
2014款 2.2L快捷舒适型长轴版高顶4Y22M,2014kuan 2.2lkuaijieshushixingchangzhoubangaoding4y22m,2014k 2.2lkjssxczbgd4y22m
2014款 2.2L快捷舒适型长轴版高顶491EQ4,2014kuan 2.2lkuaijieshushixingchangzhoubangaoding491eq4,2014k 2.2lkjssxczbgd491eq4
2014款 2.2L快捷舒适型长轴版低顶4Y22M,2014kuan 2.2lkuaijieshushixingchangzhoubandiding4y22m,2014k 2.2lkjssxczbdd4y22m
2014款 2.2L快捷舒适型长轴版低顶491EQ4,2014kuan 2.2lkuaijieshushixingchangzhoubandiding491eq4,2014k 2.2lkjssxczbdd491eq4
2014款 2.2L精英版长轴JM491Q-ME,2014kuan 2.2ljingyingbanchangzhoujm491q-me,2014k 2.2ljybczjm491q-me
2014款 2.2L精英版CNG长轴JM491Q-ME,2014kuan 2.2ljingyingbancngchangzhoujm491q-me,2014k 2.2ljybcngczjm491q-me
2014款 2.2L经济型长轴,2014kuan 2.2ljingjixingchangzhou,2014k 2.2ljjxcz
2014款 2.2L金典009 双燃料豪华型长轴,2014kuan 2.2ljindian009 shuangranliaohaohuaxingchangzhou,2014k 2.2ljd009 srlhhxcz
2014款 2.2L豪华版长轴JM491Q-ME,2014kuan 2.2lhaohuabanchangzhoujm491q-me,2014k 2.2lhhbczjm491q-me
2014款 2.2L豪华版CNG长轴JM491Q-ME,2014kuan 2.2lhaohuabancngchangzhoujm491q-me,2014k 2.2lhhbcngczjm491q-me
2014款 2.2L标准型长轴,2014kuan 2.2lbiaozhunxingchangzhou,2014k 2.2lbzxcz
2014款 2.2LCNG长轴创智型XG491,2014kuan 2.2lcngchangzhouchuangzhixingxg491,2014k 2.2lcngczczxxg491
2014款 2.2LCNG长轴创业型XG491,2014kuan 2.2lcngchangzhouchuangyexingxg491,2014k 2.2lcngczcyxxg491
2014款 2.1T厢式 长轴加长版,2014kuan 2.1txiangshi changzhoujiachangban,2014k 2.1txs czjcb
2014款 2.1T厢式 长轴版,2014kuan 2.1txiangshi changzhouban,2014k 2.1txs czb
2014款 2.0L快运经典型长轴版高顶4Y20M,2014kuan 2.0lkuaiyunjingdianxingchangzhoubangaoding4y20m,2014k 2.0lkyjdxczbgd4y20m
2014款 2.0L快运经典型长轴版高顶4Q20M1,2014kuan 2.0lkuaiyunjingdianxingchangzhoubangaoding4q20m1,2014k 2.0lkyjdxczbgd4q20m1
2014款 2.0L快运经典型长轴版高顶4Q20M,2014kuan 2.0lkuaiyunjingdianxingchangzhoubangaoding4q20m,2014k 2.0lkyjdxczbgd4q20m
2014款 2.0L快运经典型长轴版高顶491EQ4A,2014kuan 2.0lkuaiyunjingdianxingchangzhoubangaoding491eq4a,2014k 2.0lkyjdxczbgd491eq4a
2014款 2.0L快运经典型长轴版高顶486EQV4,2014kuan 2.0lkuaiyunjingdianxingchangzhoubangaoding486eqv4,2014k 2.0lkyjdxczbgd486eqv4
2014款 2.0L快运经典型长轴版低顶4Y20M,2014kuan 2.0lkuaiyunjingdianxingchangzhoubandiding4y20m,2014k 2.0lkyjdxczbdd4y20m
2014款 2.0L快运经典型长轴版低顶4Q20M1,2014kuan 2.0lkuaiyunjingdianxingchangzhoubandiding4q20m1,2014k 2.0lkyjdxczbdd4q20m1
2014款 2.0L快运经典型长轴版低顶4Q20M,2014kuan 2.0lkuaiyunjingdianxingchangzhoubandiding4q20m,2014k 2.0lkyjdxczbdd4q20m
2014款 2.0L快运经典型长轴版低顶491EQ4A,2014kuan 2.0lkuaiyunjingdianxingchangzhoubandiding491eq4a,2014k 2.0lkyjdxczbdd491eq4a
2014款 2.0L快运经典型长轴版低顶486EQV4,2014kuan 2.0lkuaiyunjingdianxingchangzhoubandiding486eqv4,2014k 2.0lkyjdxczbdd486eqv4
2014款 2.0L快运标准型长轴版高顶4Y20M,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubangaoding4y20m,2014k 2.0lkybzxczbgd4y20m
2014款 2.0L快运标准型长轴版高顶4Q20M1,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubangaoding4q20m1,2014k 2.0lkybzxczbgd4q20m1
2014款 2.0L快运标准型长轴版高顶4Q20M,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubangaoding4q20m,2014k 2.0lkybzxczbgd4q20m
2014款 2.0L快运标准型长轴版高顶491EQ4A,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubangaoding491eq4a,2014k 2.0lkybzxczbgd491eq4a
2014款 2.0L快运标准型长轴版高顶486EQV4B,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubangaoding486eqv4b,2014k 2.0lkybzxczbgd486eqv4b
2014款 2.0L快运标准型长轴版高顶486EQV4,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubangaoding486eqv4,2014k 2.0lkybzxczbgd486eqv4
2014款 2.0L快运标准型长轴版低顶4Y20M,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubandiding4y20m,2014k 2.0lkybzxczbdd4y20m
2014款 2.0L快运标准型长轴版低顶4Q20M1,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubandiding4q20m1,2014k 2.0lkybzxczbdd4q20m1
2014款 2.0L快运标准型长轴版低顶4Q20M,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubandiding4q20m,2014k 2.0lkybzxczbdd4q20m
2014款 2.0L快运标准型长轴版低顶491EQ4A,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubandiding491eq4a,2014k 2.0lkybzxczbdd491eq4a
2014款 2.0L快运标准型长轴版低顶486EQV4B,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubandiding486eqv4b,2014k 2.0lkybzxczbdd486eqv4b
2014款 2.0L快运标准型长轴版低顶486EQV4,2014kuan 2.0lkuaiyunbiaozhunxingchangzhoubandiding486eqv4,2014k 2.0lkybzxczbdd486eqv4
2014款 2.0L快捷舒适型长轴版高顶4Q20M1,2014kuan 2.0lkuaijieshushixingchangzhoubangaoding4q20m1,2014k 2.0lkjssxczbgd4q20m1
2014款 2.0L快捷舒适型长轴版高顶486EQV4B,2014kuan 2.0lkuaijieshushixingchangzhoubangaoding486eqv4b,2014k 2.0lkjssxczbgd486eqv4b
2014款 2.0L快捷舒适型长轴版低顶4Q20M1,2014kuan 2.0lkuaijieshushixingchangzhoubandiding4q20m1,2014k 2.0lkjssxczbdd4q20m1
2014款 2.0L快捷舒适型长轴版低顶486EQV4B,2014kuan 2.0lkuaijieshushixingchangzhoubandiding486eqv4b,2014k 2.0lkjssxczbdd486eqv4b
2014款 2.0L豪华型长轴9座1TR,2014kuan 2.0lhaohuaxingchangzhou9zuo1tr,2014k 2.0lhhxcz9z1tr
2014款 2.0L豪华型长轴10座1TR,2014kuan 2.0lhaohuaxingchangzhou10zuo1tr,2014k 2.0lhhxcz10z1tr
2014款 2.0L财富快车舒适版简配 长轴4Gi-VVT,2014kuan 2.0lcaifukuaicheshushibanjianpei changzhou4gi-vvt,2014k 2.0lcfkcssbjp cz4gi-vvt
2014款 2.0L 自动两驱都市型,2014kuan 2.0l zidongliangqudushixing,2014k 2.0l zdlqdsx
2014款 2.0L 四驱都市超值版 5座,2014kuan 2.0l siqudushichaozhiban 5zuo,2014k 2.0l sqdsczb 5z
2014款 2.0L 汽油两驱自动典藏版,2014kuan 2.0l qiyouliangquzidongdiancangban,2014k 2.0l qylqzddcb
2014款 2.0L 两驱都市版,2014kuan 2.0l liangqudushiban,2014k 2.0l lqdsb
2014款 1.8T长轴版载重型双排4A1-68C43,2014kuan 1.8tchangzhoubanzaizhongxingshuangpai4a1-68c43,2014k 1.8tczbzzxsp4a1-68c43
2014款 1.8T长轴版载重型单排4A1-68C43,2014kuan 1.8tchangzhoubanzaizhongxingdanpai4a1-68c43,2014k 1.8tczbzzxdp4a1-68c43
2014款 1.8T长轴版双排4A1-68C43,2014kuan 1.8tchangzhoubanshuangpai4a1-68c43,2014k 1.8tczbsp4a1-68c43
2014款 1.8T长轴版单排4A1-68C43,2014kuan 1.8tchangzhoubandanpai4a1-68c43,2014k 1.8tczbdp4a1-68c43
2014款 1.8L 智驱版 自动劲智型,2014kuan 1.8l zhiquban zidongjinzhixing,2014k 1.8l zqb zdjzx
2014款 1.8L 智驱版 自动劲享型,2014kuan 1.8l zhiquban zidongjinxiangxing,2014k 1.8l zqb zdjxx
2014款 1.8L 智驱版 手动劲智型,2014kuan 1.8l zhiquban shoudongjinzhixing,2014k 1.8l zqb sdjzx
2014款 1.8L 智驱版 手动劲享型,2014kuan 1.8l zhiquban shoudongjinxiangxing,2014k 1.8l zqb sdjxx
2014款 1.8L 车载互联版 自动劲智型,2014kuan 1.8l chezaihulianban zidongjinzhixing,2014k 1.8l czhlb zdjzx
2014款 1.8L 车载互联版 自动劲驰型,2014kuan 1.8l chezaihulianban zidongjinchixing,2014k 1.8l czhlb zdjcx
2014款 1.8L 车载互联版 手动劲智型,2014kuan 1.8l chezaihulianban shoudongjinzhixing,2014k 1.8l czhlb sdjzx
2014款 1.6THP 智驱版 自动劲智型,2014kuan 1.6thp zhiquban zidongjinzhixing,2014k 1.6thp zqb zdjzx
2014款 1.6THP 车载互联版 自动劲智型,2014kuan 1.6thp chezaihulianban zidongjinzhixing,2014k 1.6thp czhlb zdjzx
2014款 1.6THP 车载互联版 自动劲驰型,2014kuan 1.6thp chezaihulianban zidongjinchixing,2014k 1.6thp czhlb zdjcx
2014款 1.6L 都市版自动尊贵型,2014kuan 1.6l dushibanzidongzunguixing,2014k 1.6l dsbzdzgx
2014款 1.6L 都市版自动豪华型,2014kuan 1.6l dushibanzidonghaohuaxing,2014k 1.6l dsbzdhhx
2014款 1.5T 自动劲逸版,2014kuan 1.5t zidongjinyiban,2014k 1.5t zdjyb
2014款 1.5T 自动劲尚版,2014kuan 1.5t zidongjinshangban,2014k 1.5t zdjsb
2014款 1.5T 手动四驱都市版,2014kuan 1.5t shoudongsiqudushiban,2014k 1.5t sdsqdsb
2014款 1.5T 手动两驱都市版,2014kuan 1.5t shoudongliangqudushiban,2014k 1.5t sdlqdsb
2014款 1.5T 手动劲锐版,2014kuan 1.5t shoudongjinruiban,2014k 1.5t sdjrb
2014款 1.5L加长商务舒适型,2014kuan 1.5ljiachangshangwushushixing,2014k 1.5ljcswssx
2014款 1.5L加长商务豪华型,2014kuan 1.5ljiachangshangwuhaohuaxing,2014k 1.5ljcswhhx
2014款 1.5L加长商务标准型,2014kuan 1.5ljiachangshangwubiaozhunxing,2014k 1.5ljcswbzx
2014款 1.5L加长全能舒适型,2014kuan 1.5ljiachangquannengshushixing,2014k 1.5ljcqnssx
2014款 1.5L加长全能标准型,2014kuan 1.5ljiachangquannengbiaozhunxing,2014k 1.5ljcqnbzx
2014款 1.5L 手动都市版,2014kuan 1.5l shoudongdushiban,2014k 1.5l sddsb
2014款 1.5L 手动7座运动都市C版,2014kuan 1.5l shoudong7zuoyundongdushicban,2014k 1.5l sd7zyddscb
2014款 1.5L 手动7座运动都市B版,2014kuan 1.5l shoudong7zuoyundongdushibban,2014k 1.5l sd7zyddsbb
2014款 1.5L 手动5座运动都市C版,2014kuan 1.5l shoudong5zuoyundongdushicban,2014k 1.5l sd5zyddscb
2014款 1.5L 手动5座运动都市B版,2014kuan 1.5l shoudong5zuoyundongdushibban,2014k 1.5l sd5zyddsbb
2014款 1.5L 都市版手动尊贵型,2014kuan 1.5l dushibanshoudongzunguixing,2014k 1.5l dsbsdzgx
2014款 1.5L 都市版手动豪华型,2014kuan 1.5l dushibanshoudonghaohuaxing,2014k 1.5l dsbsdhhx
2014款 1.5L S401基本型加长,2014kuan 1.5l s401jibenxingjiachang,2014k 1.5l s401jbxjc
2014款 1.4T 自动两驱都市领先型,2014kuan 1.4t zidongliangqudushilingxianxing,2014k 1.4t zdlqdslxx
2014款 1.4T 自动两驱都市精英型,2014kuan 1.4t zidongliangqudushijingyingxing,2014k 1.4t zdlqdsjyx
2014款 1.4T 手动两驱都市运动型,2014kuan 1.4t shoudongliangqudushiyundongxing,2014k 1.4t sdlqdsydx
2014款 1.4T 手动两驱都市进取型,2014kuan 1.4t shoudongliangqudushijinquxing,2014k 1.4t sdlqdsjqx
2014款 1.4T 手动劲享版,2014kuan 1.4t shoudongjinxiangban,2014k 1.4t sdjxb
2014款 1.4L双排 加长版 豪华型K14B-A,2014kuan 1.4lshuangpai jiachangban haohuaxingk14b-a,2014k 1.4lsp jcb hhxk14b-a
2014款 1.4L双排 加长版 标准型K14B-A,2014kuan 1.4lshuangpai jiachangban biaozhunxingk14b-a,2014k 1.4lsp jcb bzxk14b-a
2014款 1.3L汽油双排仓栅SC5025CCYSC4,2014kuan 1.3lqiyoushuangpaicangshansc5025ccysc4,2014k 1.3lqyspcssc5025ccysc4
2014款 1.3L汽油单排仓栅SC5035CCYDD4,2014kuan 1.3lqiyoudanpaicangshansc5035ccydd4,2014k 1.3lqydpcssc5035ccydd4
2014款 1.2L 加长版LD6,2014kuan 1.2l jiachangbanld6,2014k 1.2l jcbld6
2014款 1.0L双排 加长版 豪华型DA465QA,2014kuan 1.0lshuangpai jiachangban haohuaxingda465qa,2014k 1.0lsp jcb hhxda465qa
2014款 1.0L双排 加长版 标准型DA465QA,2014kuan 1.0lshuangpai jiachangban biaozhunxingda465qa,2014k 1.0lsp jcb bzxda465qa
2013款 运动版 1.5T 手动两驱都市型,2013kuan yundongban 1.5t shoudongliangqudushixing,2013k ydb 1.5t sdlqdsx
2013款 升级版 1.5T 手动两驱都市型,2013kuan shengjiban 1.5t shoudongliangqudushixing,2013k sjb 1.5t sdlqdsx
2013款 两厢 1.5L 自动劲动型,2013kuan liangxiang 1.5l zidongjindongxing,2013k lx 1.5l zdjdx
2013款 劲悦版 2.4L 自动尊享型 5座,2013kuan jinyueban 2.4l zidongzunxiangxing 5zuo,2013k jyb 2.4l zdzxx 5z
2013款 劲悦版 2.4L 自动尊荣型 5座,2013kuan jinyueban 2.4l zidongzunrongxing 5zuo,2013k jyb 2.4l zdzrx 5z
2013款 劲悦版 2.4L 自动精英型 5座,2013kuan jinyueban 2.4l zidongjingyingxing 5zuo,2013k jyb 2.4l zdjyx 5z
2013款 劲悦版 2.4L 手动尊贵型 5座,2013kuan jinyueban 2.4l shoudongzunguixing 5zuo,2013k jyb 2.4l sdzgx 5z
2013款 劲悦版 2.4L 手动精英型 5座,2013kuan jinyueban 2.4l shoudongjingyingxing 5zuo,2013k jyb 2.4l sdjyx 5z
2013款 劲悦版 2.4L 手动豪华型 5座,2013kuan jinyueban 2.4l shoudonghaohuaxing 5zuo,2013k jyb 2.4l sdhhx 5z
2013款 劲悦版 2.0L 手动尊享型 5座,2013kuan jinyueban 2.0l shoudongzunxiangxing 5zuo,2013k jyb 2.0l sdzxx 5z
2013款 劲悦版 2.0L 手动尊贵型 5座,2013kuan jinyueban 2.0l shoudongzunguixing 5zuo,2013k jyb 2.0l sdzgx 5z
2013款 劲悦版 2.0L 手动精英型 5座,2013kuan jinyueban 2.0l shoudongjingyingxing 5zuo,2013k jyb 2.0l sdjyx 5z
2013款 劲悦版 2.0L 手动豪华型 5座,2013kuan jinyueban 2.0l shoudonghaohuaxing 5zuo,2013k jyb 2.0l sdhhx 5z
2013款 劲锐 1.6XV 手动豪华版,2013kuan jinrui 1.6xv shoudonghaohuaban,2013k jr 1.6xv sdhhb
2013款 劲锐 1.6XV CVT豪华版,2013kuan jinrui 1.6xv cvthaohuaban,2013k jr 1.6xv cvthhb
2013款 劲锐 1.6XL 手动舒适版,2013kuan jinrui 1.6xl shoudongshushiban,2013k jr 1.6xl sdssb
2013款 劲锐 1.6XL CVT舒适版,2013kuan jinrui 1.6xl cvtshushiban,2013k jr 1.6xl cvtssb
2013款 改款 116i 都市型,2013kuan gaikuan 116i dushixing,2013k gk 116i dsx
2013款 XKR 5.0L 名匠臻藏版硬顶版,2013kuan xkr 5.0l mingjiangzhencangbanyingdingban,2013k xkr 5.0l mjzcbydb
2013款 XKR 5.0L 名匠臻藏版敞篷版,2013kuan xkr 5.0l mingjiangzhencangbanchangpengban,2013k xkr 5.0l mjzcbcpb
2013款 M5 QA 2.4L 9座长轴豪华型,2013kuan m5 qa 2.4l 9zuochangzhouhaohuaxing,2013k m5 qa 2.4l 9zczhhx
2013款 M5 QA 2.4L 7座长轴豪华型,2013kuan m5 qa 2.4l 7zuochangzhouhaohuaxing,2013k m5 qa 2.4l 7zczhhx
2013款 M5 Q7 2.0L 9座长轴舒适型,2013kuan m5 q7 2.0l 9zuochangzhoushushixing,2013k m5 q7 2.0l 9zczssx
2013款 M5 Q7 2.0L 7座长轴舒适型,2013kuan m5 q7 2.0l 7zuochangzhoushushixing,2013k m5 q7 2.0l 7zczssx
2013款 M5 Q3 2.0L 9座长轴舒适型,2013kuan m5 q3 2.0l 9zuochangzhoushushixing,2013k m5 q3 2.0l 9zczssx
2013款 M5 Q3 2.0L 9座长轴豪华型,2013kuan m5 q3 2.0l 9zuochangzhouhaohuaxing,2013k m5 q3 2.0l 9zczhhx
2013款 M5 Q3 2.0L 7座长轴舒适型,2013kuan m5 q3 2.0l 7zuochangzhoushushixing,2013k m5 q3 2.0l 7zczssx
2013款 M5 Q3 2.0L 7座长轴豪华型,2013kuan m5 q3 2.0l 7zuochangzhouhaohuaxing,2013k m5 q3 2.0l 7zczhhx
2013款 M5 D19 1.9T 9座长轴舒适型,2013kuan m5 d19 1.9t 9zuochangzhoushushixing,2013k m5 d19 1.9t 9zczssx
2013款 M5 D19 1.9T 9座长轴豪华型,2013kuan m5 d19 1.9t 9zuochangzhouhaohuaxing,2013k m5 d19 1.9t 9zczhhx
2013款 M5 D19 1.9T 7座长轴舒适型,2013kuan m5 d19 1.9t 7zuochangzhoushushixing,2013k m5 d19 1.9t 7zczssx
2013款 M5 D19 1.9T 7座长轴豪华型,2013kuan m5 d19 1.9t 7zuochangzhouhaohuaxing,2013k m5 d19 1.9t 7zczhhx
2013款 GTS 1.6L 自动劲取型,2013kuan gts 1.6l zidongjinquxing,2013k gts 1.6l zdjqx
2013款 GTS 1.6L 手动劲取型,2013kuan gts 1.6l shoudongjinquxing,2013k gts 1.6l sdjqx
2013款 CT200h 都市版,2013kuan ct200h dushiban,2013k ct200h dsb
2013款 A 200 都市型,2013kuan a 200 dushixing,2013k a 200 dsx
2013款 6.7L 加长版EWB,2013kuan 6.7l jiachangbanewb,2013k 6.7l jcbewb
2013款 6.6T 装饰派艺术典藏版,2013kuan 6.6t zhuangshipaiyishudiancangban,2013k 6.6t zspysdcb
2013款 6.2L ESV铂金版加长型,2013kuan 6.2l esvbojinbanjiachangxing,2013k 6.2l esvbjbjcx
2013款 6.0L 长轴领袖版,2013kuan 6.0l changzhoulingxiuban,2013k 6.0l czlxb
2013款 3.5L 劲驰版,2013kuan 3.5l jinchiban,2013k 3.5l jcb
2013款 2.8T新干线豪华型 柴油长轴ISF2.8,2013kuan 2.8txinganxianhaohuaxing chaiyouchangzhouisf2.8,2013k 2.8txgxhhx cyczisf2.8
2013款 2.8T新干线标准型 柴油长轴ISF2.8,2013kuan 2.8txinganxianbiaozhunxing chaiyouchangzhouisf2.8,2013k 2.8txgxbzx cyczisf2.8
2013款 2.8T商务舱标准型 柴油长轴ISF2.8,2013kuan 2.8tshangwucangbiaozhunxing chaiyouchangzhouisf2.8,2013k 2.8tswcbzx cyczisf2.8
2013款 2.8T两驱柴油版长轴,2013kuan 2.8tliangquchaiyoubanchangzhou,2013k 2.8tlqcybcz
2013款 2.8T改款柴油普通型长轴高顶JX493ZLQ4,2013kuan 2.8tgaikuanchaiyouputongxingchangzhougaodingjx493zlq4,2013k 2.8tgkcyptxczgdjx493zlq4
2013款 2.8T改款柴油后双胎型加长轴中顶JX493ZLQ4,2013kuan 2.8tgaikuanchaiyouhoushuangtaixingjiachangzhouzhongdingjx493zlq4,2013k 2.8tgkcyhstxjczzdjx493zlq4
2013款 2.8T改款柴油后单胎型加长轴中顶JX493ZLQ4,2013kuan 2.8tgaikuanchaiyouhoudantaixingjiachangzhouzhongdingjx493zlq4,2013k 2.8tgkcyhdtxjczzdjx493zlq4
2013款 2.8T改款柴油冰白物流车长轴中顶JX493ZLQ4,2013kuan 2.8tgaikuanchaiyoubingbaiwuliuchechangzhouzhongdingjx493zlq4,2013k 2.8tgkcybbwlcczzdjx493zlq4
2013款 2.8T柴油普通型长轴中顶JX493ZLQ4,2013kuan 2.8tchaiyouputongxingchangzhouzhongdingjx493zlq4,2013k 2.8tcyptxczzdjx493zlq4
2013款 2.8T柴油普通型长轴高顶JX493ZLQ4,2013kuan 2.8tchaiyouputongxingchangzhougaodingjx493zlq4,2013k 2.8tcyptxczgdjx493zlq4
2013款 2.8T柴油后双胎型加长轴中顶JX493ZLQ4,2013kuan 2.8tchaiyouhoushuangtaixingjiachangzhouzhongdingjx493zlq4,2013k 2.8tcyhstxjczzdjx493zlq4
2013款 2.8T柴油后双胎型加长轴中顶JX493ZLQ3A,2013kuan 2.8tchaiyouhoushuangtaixingjiachangzhouzhongdingjx493zlq3a,2013k 2.8tcyhstxjczzdjx493zlq3a
2013款 2.8T柴油后双胎加长轴高顶JX493ZLQ4,2013kuan 2.8tchaiyouhoushuangtaijiachangzhougaodingjx493zlq4,2013k 2.8tcyhstjczgdjx493zlq4
2013款 2.8T柴油后单胎型加长轴中顶JX493ZLQ4,2013kuan 2.8tchaiyouhoudantaixingjiachangzhouzhongdingjx493zlq4,2013k 2.8tcyhdtxjczzdjx493zlq4
2013款 2.8T柴油后单胎型加长轴中顶JX493ZLQ3A,2013kuan 2.8tchaiyouhoudantaixingjiachangzhouzhongdingjx493zlq3a,2013k 2.8tcyhdtxjczzdjx493zlq3a
2013款 2.8T柴油冰白物流车长轴中顶JX493ZLQ4,2013kuan 2.8tchaiyoubingbaiwuliuchechangzhouzhongdingjx493zlq4,2013k 2.8tcybbwlcczzdjx493zlq4
2013款 2.8T柴油冰白物流车长轴中顶JX493ZLQ3A,2013kuan 2.8tchaiyoubingbaiwuliuchechangzhouzhongdingjx493zlq3a,2013k 2.8tcybbwlcczzdjx493zlq3a
2013款 2.8T财富快车经典型 柴油长轴ISF2.8,2013kuan 2.8tcaifukuaichejingdianxing chaiyouchangzhouisf2.8,2013k 2.8tcfkcjdx cyczisf2.8
2013款 2.5T柴油 四驱加长型,2013kuan 2.5tchaiyou siqujiachangxing,2013k 2.5tcy sqjcx
2013款 2.5T柴油 两驱加长型,2013kuan 2.5tchaiyou liangqujiachangxing,2013k 2.5tcy lqjcx
2013款 2.5TD25柴油两驱长轴DK4B,2013kuan 2.5td25chaiyouliangquchangzhoudk4b,2013k 2.5td25cylqczdk4b
2013款 2.5L 四驱都市版,2013kuan 2.5l siqudushiban,2013k 2.5l sqdsb
2013款 2.5L 两驱都市版,2013kuan 2.5l liangqudushiban,2013k 2.5l lqdsb
2013款 2.4T豪华型长轴中顶国III,2013kuan 2.4thaohuaxingchangzhouzhongdingguoiii,2013k 2.4thhxczzdgiii
2013款 2.4T柴油普通型加长轴高顶国IV,2013kuan 2.4tchaiyouputongxingjiachangzhougaodingguoiv,2013k 2.4tcyptxjczgdgiv
2013款 2.4T柴油普通型加长轴高顶国III,2013kuan 2.4tchaiyouputongxingjiachangzhougaodingguoiii,2013k 2.4tcyptxjczgdgiii
2013款 2.4T柴油普通型后双胎加长轴中顶国IV,2013kuan 2.4tchaiyouputongxinghoushuangtaijiachangzhouzhongdingguoiv,2013k 2.4tcyptxhstjczzdgiv
2013款 2.4T柴油普通型后双胎加长轴中顶国III,2013kuan 2.4tchaiyouputongxinghoushuangtaijiachangzhouzhongdingguoiii,2013k 2.4tcyptxhstjczzdgiii
2013款 2.4T柴油经济型长轴中顶国IV,2013kuan 2.4tchaiyoujingjixingchangzhouzhongdingguoiv,2013k 2.4tcyjjxczzdgiv
2013款 2.4T柴油经济型长轴中顶国III,2013kuan 2.4tchaiyoujingjixingchangzhouzhongdingguoiii,2013k 2.4tcyjjxczzdgiii
2013款 2.4L新干线豪华型 汽油长轴4G69,2013kuan 2.4lxinganxianhaohuaxing qiyouchangzhou4g69,2013k 2.4lxgxhhx qycz4g69
